DATE,lat,long,easting,northing,FloodProb
2019-06-18,52.7341955,-0.936273563,471922.8668,315703.6809,High
2019-06-18,52.7341955,-0.936273563,471922.8668,315703.6809,High
2019-06-18,52.17334639,-2.239888218,383691.6572,252814.5921,Zero
2019-06-18,52.17334639,-2.239888218,383691.6572,252814.5921,Zero
2019-06-18,52.17334639,-2.239888218,383691.6572,252814.5921,Zero
2019-06-18,50.66520255,-3.731617033,277717.1433,86490.09961,Zero
2019-06-23,50.66520255,-3.731617033,277717.1433,86490.09961,Zero
2019-06-23,52.76873029,-2.995678075,332919.2342,319479.9756,Medium
2019-06-24,52.76873029,-2.995678075,332919.2342,319479.9756,Medium
2019-06-24,52.76873029,-2.995678075,332919.2342,319479.9756,Medium
2019-06-24,52.76873029,-2.995678075,332919.2342,319479.9756,Medium
2019-06-24,52.76873029,-2.995678075,332919.2342,319479.9756,Medium
2019-06-24,52.76873029,-2.995678075,332919.2342,319479.9756,Medium
2019-06-24,52.76873029,-2.995678075,332919.2342,319479.9756,Medium
2019-06-24,52.76873029,-2.995678075,332919.2342,319479.9756,Medium
2019-06-24,53.80692827,-2.280780733,381606.9327,434551.5923,High
2019-06-24,53.80692827,-2.280780733,381606.9327,434551.5923,High
2019-06-25,53.80692827,-2.280780733,381606.9327,434551.5923,High
2019-06-25,53.80692827,-2.280780733,381606.9327,434551.5923,High
2019-06-25,53.80692827,-2.280780733,381606.9327,434551.5923,High
2019-06-25,53.80692827,-2.280780733,381606.9327,434551.5923,High
2019-06-25,52.91700539,-1.662452262,422794.2058,335562.6512,Zero
2019-07-01,52.91700539,-1.662452262,422794.2058,335562.6512,Zero
2019-07-01,52.91700539,-1.662452262,422794.2058,335562.6512,Zero
2019-07-01,52.91700539,-1.662452262,422794.2058,335562.6512,Zero
2019-07-01,52.91700539,-1.662452262,422794.2058,335562.6512,Zero
2019-07-01,53.54818054,-3.010481397,333144.743,406202.4214,Very Low
2019-07-02,53.54818054,-3.010481397,333144.743,406202.4214,Very Low
2019-07-02,53.54818054,-3.010481397,333144.743,406202.4214,Very Low
2019-07-02,53.54818054,-3.010481397,333144.743,406202.4214,Very Low
2019-07-02,53.54818054,-3.010481397,333144.743,406202.4214,Very Low
2019-07-02,53.54818054,-3.010481397,333144.743,406202.4214,Very Low
2019-07-03,53.54818054,-3.010481397,333144.743,406202.4214,Very Low
2019-07-03,53.48406116,-2.496809966,367129.5676,398708.6769,Zero
2019-07-06,53.48406116,-2.496809966,367129.5676,398708.6769,Zero
2019-07-06,53.48406116,-2.496809966,367129.5676,398708.6769,Zero
2019-07-06,53.48043281,-2.317881422,379001.2593,398237.1212,Zero
2019-07-06,53.48043281,-2.317881422,379001.2593,398237.1212,Zero
2019-07-06,53.48043281,-2.317881422,379001.2593,398237.1212,Zero
2019-07-06,53.48043281,-2.317881422,379001.2593,398237.1212,Zero
2019-07-23,53.48043281,-2.317881422,379001.2593,398237.1212,Zero
2019-07-23,52.96303384,-0.699949478,487419.1263,341420.3199,Zero
2019-07-23,52.96303384,-0.699949478,487419.1263,341420.3199,Zero
2019-07-24,52.96303384,-0.699949478,487419.1263,341420.3199,Zero
2019-07-27,52.96303384,-0.699949478,487419.1263,341420.3199,Zero
2019-07-27,51.26000213,-2.829037213,342247.7913,151531.256,Zero
